pk_kpi;codigo;hospital;estado;total_int;tmi;int_cli;tmi_cli;cpi_cli;cpd_cli;total_diaria_cli;custo_total_cli;total_cobrado_cli;total_liberado_cli;total_glosado_cli;total_glosado_cli_perc;int_cir;tmi_cir;cpi_cir;cpd_cir;total_diaria_cir;custo_total_cir;total_cobrado_cir;total_liberado_cir;total_glosado_cir;total_glosado_cir_perc;total_cobrado;total_liberado;total_glosado;total_glosado_perc;referencia
267;45411;CLINICA LUIZA COELHO;MA;2;0,5;0;0;0;0;0;0;0;0;0;0;2;0,5;1.757,89;3.515,78;1;3.515,78;3.663,78;3.515,78;148;4,04;3.663,78;3.515,78;148;4,04;01/03/2022
268;45411;CLINICA LUIZA COELHO;MA;3;0,6667;0;0;0;0;0;0;0;0;0;0;3;0,6667;2.507,83;3.761,74;2;7.523,49;7.575,48;7.523,49;51,99;0,69;7.575,48;7.523,49;51,99;0,69;01/04/2022
269;43117;CLINICA SAO MARCOS;MA;19;3,0526;12;4,4167;5.382,57;1.218,70;53;64.590,85;64.715,23;64.590,85;124,38;0,19;7;0,7143;3.527,70;4.938,78;5;24.693,91;25.229,59;24.693,91;535,68;2,12;89.944,82;89.284,76;660,06;0,73;01/01/2022
270;43117;CLINICA SAO MARCOS;MA;11;5,8182;7;8,5714;24.513,80;2.859,94;60;171.596,61;173.295,31;171.596,61;1.698,70;0,98;4;1;7.784,17;7.784,17;4;31.136,68;31.136,68;31.136,68;0;0;204.431,99;202.733,29;1.698,70;0,83;01/02/2022
271;43117;CLINICA SAO MARCOS;MA;20;2,75;16;3,25;2.575,71;792,53;52;41.211,35;41.258,15;41.211,35;46,8;0,11;4;0,75;2.821,72;3.762,30;3;11.286,89;11.554,73;11.286,89;267,84;2,32;52.812,88;52.498,24;314,64;0,6;01/03/2022
272;43117;CLINICA SAO MARCOS;MA;14;1,7143;7;2,8571;7.960,40;2.786,14;20;55.722,80;56.079,80;55.722,80;357;0,64;7;0,5714;4.730,03;8.277,54;4;33.110,18;34.090,94;33.110,18;980,76;2,88;90.170,74;88.832,98;1.337,76;1,48;01/04/2022
273;43117;CLINICA SAO MARCOS;MA;19;1,5789;8;3,125;3.595,97;1.150,71;25;28.767,77;28.791,17;28.767,77;23,4;0,08;11;0,4545;6.940,18;15.268,41;5;76.342,03;77.275,52;76.342,03;933,49;1,21;106.066,69;105.109,80;956,89;0,9;01/05/2022
274;43117;CLINICA SAO MARCOS;MA;27;3,4815;19;4,7895;7.825,89;1.633,98;91;148.691,92;149.346,37;148.691,92;654,45;0,44;8;0,375;2.568,55;6.849,46;3;20.548,37;20.771,57;20.548,37;223,2;1,07;170.117,94;169.240,29;877,65;0,52;01/06/2022
275;189510;HOSPITAL DAS CLINICAS;MA;4;2,5;2;2,5;4.411,24;1.764,50;5;8.822,49;8.834,81;8.822,49;12,32;0,14;2;2,5;16.344,64;6.537,86;5;32.689,29;32.838,01;32.689,29;148,72;0,45;41.672,82;41.511,78;161,04;0,39;01/01/2022
276;189510;HOSPITAL DAS CLINICAS;MA;2;2;1;3;1.680,73;560,24;3;1.680,73;1.812,11;1.680,73;131,38;7,25;1;1;1.175,93;1.175,93;1;1.175,93;1.285,31;1.175,93;109,38;8,51;3.097,42;2.856,66;240,76;7,77;01/02/2022
277;189510;HOSPITAL DAS CLINICAS;MA;1;5;1;5;1.945,74;389,15;5;1.945,74;1.957,38;1.945,74;11,64;0,59;0;0;0;0;0;0;0;0;0;0;1.957,38;1.945,74;11,64;0,59;01/03/2022
278;189510;HOSPITAL DAS CLINICAS;MA;5;3;3;4;1.866,01;466,5;12;5.598,03;5.667,45;5.598,03;69,42;1,22;2;1,5;1.848,50;1.232,34;3;3.697,01;3.833,99;3.697,01;136,98;3,57;9.501,44;9.295,04;206,4;2,17;01/04/2022
279;189510;HOSPITAL DAS CLINICAS;MA;2;3,5;2;3,5;1.585,97;453,13;7;3.171,94;3.212,21;3.171,94;40,27;1,25;0;0;0;0;0;0;0;0;0;0;3.212,21;3.171,94;40,27;1,25;01/05/2022
280;189510;HOSPITAL DAS CLINICAS;MA;2;2;1;3;3.177,87;1.059,29;3;3.177,87;3.238,76;3.177,87;60,89;1,88;1;1;1.083,93;1.083,93;1;1.083,93;1.083,93;1.083,93;0;0;4.322,69;4.261,80;60,89;1,41;01/06/2022
281;113611;HOSPITAL SANTA MONICA;MA;12;2,1667;10;2,4;2.662,47;1.109,36;24;26.624,70;26.824,00;26.624,70;199,3;0,74;2;1;19.680,02;19.680,02;2;39.360,04;39.377,99;39.360,04;17,95;0,05;66.201,99;65.984,74;217,25;0,33;01/01/2022
282;113611;HOSPITAL SANTA MONICA;MA;11;3,7273;5;6,2;10.325,33;1.665,38;31;51.626,66;51.730,78;51.626,66;104,12;0,2;6;1,6667;6.845,06;4.107,03;10;41.070,34;41.377,57;41.070,34;307,23;0,74;93.108,35;92.697,00;411,35;0,44;01/02/2022
283;113611;HOSPITAL SANTA MONICA;MA;10;3;3;6,3333;10.856,57;1.714,20;19;32.569,72;32.791,03;32.569,72;221,31;0,67;7;1,5714;40.669,84;25.880,81;11;284.688,88;284.765,99;284.688,88;77,11;0,03;317.557,02;317.258,60;298,42;0,09;01/03/2022
284;113611;HOSPITAL SANTA MONICA;MA;8;3,625;4;6,25;13.070,70;2.091,31;25;52.282,80;52.693,97;52.282,80;411,17;0,78;4;1;51.649,87;51.649,87;4;206.599,49;206.719,35;206.599,49;119,86;0,06;259.413,32;258.882,29;531,03;0,2;01/04/2022
285;113611;HOSPITAL SANTA MONICA;MA;6;3,1667;2;7,5;28.584,02;3.811,20;15;57.168,04;57.172,20;57.168,04;4,16;0,01;4;1;11.723,54;11.723,54;4;46.894,14;47.009,49;46.894,14;115,35;0,25;104.181,69;104.062,18;119,51;0,11;01/05/2022
286;113611;HOSPITAL SANTA MONICA;MA;8;2;6;2,1667;2.007,84;926,7;13;12.047,04;12.190,54;12.047,04;143,5;1,18;2;1,5;15.176,83;10.117,89;3;30.353,66;30.438,47;30.353,66;84,81;0,28;42.629,01;42.400,70;228,31;0,54;01/06/2022
287;59919;HOSPITAL SAO DOMINGOS;MA;310;3,671;205;4,0927;10.355,73;2.530,30;839;2.122.924,20;2.129.292,43;2.122.924,20;6.368,23;0,3;105;2,8476;24.323,85;8.541,82;299;2.554.004,34;2.574.172,01;2.554.004,34;20.167,67;0,78;4.703.464,44;4.676.928,54;26.535,90;0,56;01/01/2022
288;59919;HOSPITAL SAO DOMINGOS;MA;233;4,2103;126;5,8889;20.365,99;3.458,38;742;2.566.114,43;2.594.509,03;2.566.114,43;28.394,60;1,09;107;2,2336;30.821,30;13.798,66;239;3.297.879,54;3.311.157,81;3.297.879,54;13.278,27;0,4;5.905.666,84;5.863.993,97;41.672,87;0,71;01/02/2022
289;59919;HOSPITAL SAO DOMINGOS;MA;271;4,4096;131;6,9618;30.599,63;4.395,34;912;4.008.550,99;4.040.069,08;4.008.550,99;31.518,09;0,78;140;2,0214;27.940,97;13.822,39;283;3.911.735,38;3.929.922,09;3.911.735,38;18.186,71;0,46;7.969.991,17;7.920.286,37;49.704,80;0,62;01/03/2022
290;59919;HOSPITAL SAO DOMINGOS;MA;197;2,9746;87;4,6782;18.421,60;3.937,79;407;1.602.678,91;1.613.344,32;1.602.678,91;10.665,41;0,66;110;1,6273;25.385,44;15.599,99;179;2.792.398,92;2.802.003,12;2.792.398,92;9.604,20;0,34;4.415.347,44;4.395.077,83;20.269,61;0,46;01/04/2022
291;59919;HOSPITAL SAO DOMINGOS;MA;400;4,165;219;5,6256;18.041,20;3.207,00;1232;3.951.022,20;3.971.367,00;3.951.022,20;20.344,80;0,51;181;2,3978;32.448,84;13.532,81;434;5.873.239,25;5.895.765,42;5.873.239,25;22.526,17;0,38;9.867.132,42;9.824.261,45;42.870,97;0,43;01/05/2022
292;59919;HOSPITAL SAO DOMINGOS;MA;363;4,022;198;5,8788;20.595,21;3.503,31;1164;4.077.851,65;4.161.090,11;4.077.851,65;32.585,26;0,78;165;1,7939;28.988,86;16.159,33;296;4.783.161,97;4.800.627,10;4.783.161,97;17.465,13;0,36;8.961.717,21;8.861.013,62;50.050,39;0,56;01/06/2022
293;50911;HOSPITAL SAO RAFAEL (IMPERATRIZ);MA;8;1,375;4;1,75;1.200,40;685,94;7;4.801,60;4.813,57;4.801,60;11,97;0,25;4;1;1.623,41;1.623,41;4;6.493,64;6.614,87;6.493,64;121,23;1,83;11.428,44;11.295,24;133,2;1,17;01/01/2022
294;50911;HOSPITAL SAO RAFAEL (IMPERATRIZ);MA;11;1,7273;5;2;4.060,99;2.030,49;10;20.304,93;20.479,82;20.304,93;174,89;0,85;6;1,5;44.380,89;29.587,26;9;266.285,36;266.787,61;266.285,36;502,25;0,19;287.267,43;286.590,29;677,14;0,24;01/02/2022
295;50911;HOSPITAL SAO RAFAEL (IMPERATRIZ);MA;8;3,875;4;6,75;5.288,96;783,55;27;21.155,82;21.344,38;21.155,82;188,56;0,88;4;1;21.884,17;21.884,17;4;87.536,68;88.775,04;87.536,68;1.238,36;1,39;110.119,42;108.692,50;1.426,92;1,3;01/03/2022
296;50911;HOSPITAL SAO RAFAEL (IMPERATRIZ);MA;24;2,5833;13;3;4.827,30;1.609,10;39;62.754,92;63.228,05;62.754,92;473,13;0,75;11;2,0909;4.793,89;2.292,73;23;52.732,79;52.886,53;52.732,79;153,74;0,29;116.114,58;115.487,71;626,87;0,54;01/04/2022
297;50911;HOSPITAL SAO RAFAEL (IMPERATRIZ);MA;10;3;7;3,8571;5.672,05;1.470,53;27;39.704,37;40.277,13;39.704,37;572,76;1,42;3;1;8.404,21;8.404,21;3;25.212,62;25.329,99;25.212,62;117,37;0,46;65.607,12;64.916,99;690,13;1,05;01/05/2022
298;50911;HOSPITAL SAO RAFAEL (IMPERATRIZ);MA;12;4,6667;8;6,5;11.076,76;1.704,12;52;88.614,09;88.614,09;88.614,09;0;0;4;1;6.819,55;6.819,55;4;27.278,20;27.278,20;27.278,20;0;0;115.892,29;115.892,29;0;0;01/06/2022
299;438812;NATUS LUMINE MATERNIDADE ;MA;34;2,8824;31;3,0323;11.781,36;3.885,34;94;365.222,15;365.778,61;365.222,15;556,46;0,15;3;1,3333;6.786,32;5.089,74;4;20.358,96;20.457,96;20.358,96;99;0,48;386.236,57;385.581,11;655,46;0,17;01/01/2022
300;438812;NATUS LUMINE MATERNIDADE ;MA;35;1,8;28;1,9286;7.418,94;3.846,86;54;207.730,37;209.950,12;207.730,37;2.219,75;1,06;7;1,2857;6.797,70;5.287,10;9;47.583,93;48.233,65;47.583,93;649,72;1,35;258.183,77;255.314,30;2.869,47;1,11;01/02/2022
301;438812;NATUS LUMINE MATERNIDADE ;MA;48;3,25;41;3,5122;18.967,64;5.400,51;144;777.673,16;779.708,23;777.673,16;2.035,07;0,26;7;1,7143;8.678,38;5.062,39;12;60.748,64;62.220,80;60.748,64;1.472,16;2,37;841.929,03;838.421,80;3.507,23;0,42;01/03/2022
302;438812;NATUS LUMINE MATERNIDADE ;MA;45;3,9556;38;4,5;26.314,97;5.847,77;171;999.968,96;1.004.160,01;999.968,96;4.191,05;0,42;7;1;4.669,06;4.669,06;7;32.683,42;35.740,06;32.683,42;3.056,64;8,55;1.039.900,07;1.032.652,38;7.247,69;0,7;01/04/2022
303;438812;NATUS LUMINE MATERNIDADE ;MA;46;4,1304;34;5,1765;22.872,77;4.418,60;176;777.674,27;783.639,00;777.674,27;5.964,73;0,76;12;1,1667;8.571,37;7.346,89;14;102.856,47;103.858,18;102.856,47;1.001,71;0,96;887.497,18;880.530,74;6.966,44;0,78;01/05/2022
304;438812;NATUS LUMINE MATERNIDADE ;MA;43;3,5581;35;4,0857;27.903,32;6.829,48;143;976.616,25;976.946,75;976.616,25;330,5;0,03;8;1,25;10.988,73;8.790,99;10;87.909,87;87.909,87;87.909,87;0;0;1.064.856,62;1.064.526,12;330,5;0,03;01/06/2022
305;451711;UDI HOSPITAL (CNPJ NOVO);MA;127;5,2126;92;6,4022;39.637,25;6.191,22;589;3.646.626,66;3.695.290,12;3.646.626,66;48.663,46;1,32;35;2,0857;55.999,40;26.849,03;73;1.959.979,14;1.971.739,92;1.959.979,14;11.760,78;0,6;5.667.030,04;5.606.605,80;60.424,24;1,07;01/01/2022
306;451711;UDI HOSPITAL (CNPJ NOVO);MA;141;5,0567;109;6,055;37.060,74;6.120,64;660;4.039.620,31;4.165.020,54;4.039.620,31;125.400,23;3,01;32;1,6563;32.155,14;19.414,42;53;1.028.964,36;1.042.235,58;1.028.964,36;13.271,22;1,27;5.207.256,12;5.068.584,67;138.671,45;2,66;01/02/2022
307;451711;UDI HOSPITAL (CNPJ NOVO);MA;214;4,1916;139;5,1439;30.451,83;5.920,01;715;4.232.804,66;4.347.565,48;4.232.804,66;114.760,82;2,64;75;2,4267;41.929,39;17.278,60;182;3.144.704,47;3.219.671,11;3.144.704,47;74.966,64;2,33;7.567.236,59;7.377.509,13;189.727,46;2,51;01/03/2022
308;451711;UDI HOSPITAL (CNPJ NOVO);MA;144;3,25;71;5,3521;29.511,53;5.514,00;380;2.095.318,55;2.156.127,96;2.095.318,55;53.916,86;2,5;73;1,2055;24.977,09;20.719,63;88;1.823.327,33;1.858.380,26;1.823.327,33;35.052,93;1,89;4.014.508,22;3.918.645,88;88.969,79;2,22;01/04/2022
309;451711;UDI HOSPITAL (CNPJ NOVO);MA;222;4,8153;136;7,0588;41.335,06;5.855,80;960;5.621.567,52;5.810.585,63;5.621.567,52;77.421,28;1,33;86;1,2674;23.746,79;18.736,00;109;2.042.223,51;2.083.984,84;2.042.223,51;37.113,41;1,78;7.894.570,47;7.663.791,03;114.534,69;1,45;01/05/2022
310;451711;UDI HOSPITAL (CNPJ NOVO);MA;201;4,1642;116;6,2672;33.367,88;5.324,17;727;3.870.673,88;4.031.881,18;3.870.673,88;59.509,24;1,48;85;1,2941;23.193,40;17.922,17;110;1.971.439,09;1.997.310,35;1.971.439,09;21.025,86;1,05;6.029.191,53;5.842.112,97;80.535,10;1,34;01/06/2022
311;122211;UPC UNID DE PEDIAT E CIRURG;MA;32;3,5;24;4,0833;6.100,20;1.493,93;98;146.404,84;146.405,93;146.404,84;1,09;0;8;1,75;3.868,67;2.210,67;14;30.949,32;30.949,32;30.949,32;0;0;177.355,25;177.354,16;1,09;0;01/01/2022
312;122211;UPC UNID DE PEDIAT E CIRURG;MA;23;3,7391;17;3,8235;5.309,24;1.388,57;65;90.257,09;90.257,09;90.257,09;0;0;6;3,5;8.490,56;2.425,88;21;50.943,38;50.943,38;50.943,38;0;0;141.200,47;141.200,47;0;0;01/02/2022
313;122211;UPC UNID DE PEDIAT E CIRURG;MA;31;3,2258;26;3,6538;4.404,37;1.205,41;95;114.513,74;114.513,74;114.513,74;0;0;5;1;2.522,68;2.522,68;5;12.613,40;12.613,40;12.613,40;0;0;127.127,14;127.127,14;0;0;01/03/2022
314;122211;UPC UNID DE PEDIAT E CIRURG;MA;35;3,3143;28;3,8929;5.664,72;1.455,16;109;158.612,13;158.624,19;158.612,13;12,06;0,01;7;1;5.434,48;5.434,48;7;38.041,39;38.041,39;38.041,39;0;0;196.665,58;196.653,52;12,06;0,01;01/04/2022
315;122211;UPC UNID DE PEDIAT E CIRURG;MA;32;3,2813;26;3,8077;5.734,24;1.505,96;99;149.090,17;149.236,93;149.090,17;146,76;0,1;6;1;5.080,13;5.080,13;6;30.480,78;30.480,78;30.480,78;0;0;179.717,71;179.570,95;146,76;0,08;01/05/2022
316;122211;UPC UNID DE PEDIAT E CIRURG;MA;44;3,7045;34;4,5;6.772,00;1.504,89;153;230.248,04;230.353,66;230.248,04;105,62;0,05;10;1;3.016,02;3.016,02;10;30.160,18;30.160,18;30.160,18;0;0;260.513,84;260.408,22;105,62;0,04;01/06/2022
317;37010;BIOCOR H DE DOENCAS CARDIOV;MG;23;4,1304;15;5,8667;16.808,78;2.865,13;88;252.131,68;260.443,87;252.131,68;8.312,19;3,19;8;0,875;18.622,47;21.282,82;7;148.979,75;152.097,37;148.979,75;3.117,62;2,05;412.541,24;401.111,43;11.429,81;2,77;01/01/2022
318;37010;BIOCOR H DE DOENCAS CARDIOV;MG;21;3,8571;10;7,5;30.067,15;4.008,95;75;300.671,51;312.606,62;300.671,51;11.935,11;3,82;11;0,5455;25.154,92;46.117,35;6;276.704,08;279.403,07;276.704,08;2.698,99;0,97;592.009,69;577.375,59;14.634,10;2,47;01/02/2022
319;37010;BIOCOR H DE DOENCAS CARDIOV;MG;18;5,5;14;6,2857;24.124,73;3.838,03;88;337.746,25;344.377,98;337.746,25;6.631,73;1,93;4;2,75;26.630,84;9.683,94;11;106.523,37;110.735,38;106.523,37;4.212,01;3,8;455.113,36;444.269,62;10.843,74;2,38;01/03/2022
320;37010;BIOCOR H DE DOENCAS CARDIOV;MG;20;4,45;12;5,9167;32.987,41;5.575,34;71;395.848,87;410.354,57;395.848,87;1.122,53;0,27;8;2,25;20.636,80;9.171,91;18;165.094,44;174.462,81;165.094,44;9.368,37;5,37;584.817,38;560.943,31;10.490,90;1,79;01/04/2022
321;37010;BIOCOR H DE DOENCAS CARDIOV;MG;21;7,6667;19;8,3684;29.981,11;3.582,65;159;569.641,03;628.024,65;569.641,03;18.920,61;3,01;2;1;51.874,98;51.874,98;2;103.749,97;108.912,64;103.749,97;5.162,67;4,74;736.937,29;673.391,00;24.083,28;3,27;01/05/2022
322;37010;BIOCOR H DE DOENCAS CARDIOV;MG;29;6,069;22;7,6364;21.900,08;2.867,87;168;481.801,74;528.139,79;481.801,74;16.242,67;3,08;7;1,1429;31.404,75;27.479,15;8;219.833,23;222.483,21;219.833,23;2.649,98;1,19;750.623,00;701.634,97;18.892,65;2,52;01/06/2022
323;238414;CLINICA BELVEDERE;MG;1;14;0;0;0;0;0;0;0;0;0;0;1;14;33.856,74;2.418,34;14;33.856,74;36.727,64;33.856,74;2.870,90;7,82;36.727,64;33.856,74;2.870,90;7,82;01/01/2022
324;238414;CLINICA BELVEDERE;MG;3;1;1;1;4.081,61;4.081,61;1;4.081,61;4.081,61;4.081,61;0;0;2;1;2.415,06;2.415,06;2;4.830,11;4.853,17;4.830,11;23,06;0,48;8.934,78;8.911,72;23,06;0,26;01/02/2022
325;238414;CLINICA BELVEDERE;MG;2;1;0;0;0;0;0;0;0;0;0;0;2;1;1.640,22;1.640,22;2;3.280,43;3.280,43;3.280,43;0;0;3.280,43;3.280,43;0;0;01/03/2022
326;238414;CLINICA BELVEDERE;MG;1;1;0;0;0;0;0;0;0;0;0;0;1;1;2.701,57;2.701,57;1;2.701,57;2.701,57;2.701,57;0;0;2.701,57;2.701,57;0;0;01/04/2022
327;238414;CLINICA BELVEDERE;MG;2;1;0;0;0;0;0;0;0;0;0;0;2;1;5.781,00;5.781,00;2;11.562,00;11.632,92;11.562,00;70,92;0,61;11.632,92;11.562,00;70,92;0,61;01/06/2022
328;140910;FOB;MG;45;1,5556;8;3,375;4.118,54;1.220,31;27;32.948,28;33.279,42;32.948,28;331,14;1;37;1,1622;15.931,95;13.708,88;43;589.482,02;591.152,94;589.482,02;1.670,92;0,28;624.432,36;622.430,30;2.002,06;0,32;01/01/2022
329;140910;FOB;MG;37;3,4054;6;15,1667;84.373,77;5.563,11;91;506.242,60;521.117,98;506.242,60;14.875,38;2,85;31;1,129;19.845,00;17.577,00;35;615.194,91;618.981,46;615.194,91;3.786,55;0,61;1.140.099,44;1.121.437,51;18.661,93;1,64;01/02/2022
330;140910;FOB;MG;54;2,9259;8;11,375;49.212,10;4.326,34;91;393.696,80;399.901,12;393.696,80;6.204,32;1,55;46;1,4565;19.969,65;13.710,51;67;918.603,86;922.170,89;918.603,86;3.567,03;0,39;1.322.072,01;1.312.300,66;9.771,35;0,74;01/03/2022
331;140910;FOB;MG;44;1,3409;5;3,6;8.013,70;2.226,03;18;40.068,50;40.456,13;40.068,50;387,63;0,96;39;1,0513;16.171,28;15.382,44;41;630.680,01;632.056,16;630.680,01;1.376,15;0,22;672.512,29;670.748,51;1.763,78;0,26;01/04/2022
332;140910;FOB;MG;45;2,4222;13;4,2308;15.130,39;3.576,27;55;196.695,12;197.848,76;196.695,12;1.153,64;0,58;32;1,6875;21.354,57;12.654,56;54;683.346,10;688.197,67;683.346,10;4.851,57;0,7;886.046,43;880.041,22;6.005,21;0,68;01/05/2022
333;140910;FOB;MG;45;2,4222;10;5;8.587,28;1.717,46;50;85.872,84;86.414,97;85.872,84;542,13;0,63;35;1,6857;22.906,70;13.588,72;59;801.734,50;806.663,80;801.734,50;4.929,30;0,61;893.078,77;887.607,34;5.471,43;0,61;01/06/2022
334;118915;HOSP DA MULHER E MAT STA FE;MG;4;1;2;1;866,38;866,38;2;1.732,75;1.733,13;1.732,75;0,38;0,02;2;1;962,2;962,2;2;1.924,41;2.052,34;1.924,41;127,93;6,23;3.785,47;3.657,16;128,31;3,39;01/01/2022
335;118915;HOSP DA MULHER E MAT STA FE;MG;1;1;0;0;0;0;0;0;0;0;0;0;1;1;2.104,63;2.104,63;1;2.104,63;2.104,63;2.104,63;0;0;2.104,63;2.104,63;0;0;01/02/2022
336;118915;HOSP DA MULHER E MAT STA FE;MG;3;1;1;1;692,99;692,99;1;692,99;692,99;692,99;0;0;2;1;909,86;909,86;2;1.819,71;1.819,71;1.819,71;0;0;2.512,70;2.512,70;0;0;01/03/2022
337;118915;HOSP DA MULHER E MAT STA FE;MG;1;0;1;0;5.661,52;0;0;5.661,52;5.661,52;5.661,52;0;0;0;0;0;0;0;0;0;0;0;0;5.661,52;5.661,52;0;0;01/04/2022
338;118915;HOSP DA MULHER E MAT STA FE;MG;3;0,6667;1;2;3.781,15;1.890,58;2;3.781,15;3.781,15;3.781,15;0;0;2;0;2.667,66;0;0;5.335,31;5.335,31;5.335,31;0;0;9.116,46;9.116,46;0;0;01/05/2022
339;118915;HOSP DA MULHER E MAT STA FE;MG;10;1,1;9;1,1111;3.123,84;2.811,45;10;28.114,53;28.114,53;28.114,53;0;0;1;1;5.411,80;5.411,80;1;5.411,80;5.627,05;5.411,80;215,25;3,83;33.741,58;33.526,33;215,25;0,64;01/06/2022
340;218316;HOSP E MATERNIDADE SAO JOSE;MG;20;2,15;1;2;764,61;382,3;2;764,61;764,61;764,61;0;0;19;2,1579;11.820,52;5.477,80;41;224.589,90;225.476,61;224.589,90;886,71;0,39;226.241,22;225.354,51;886,71;0,39;01/01/2022
341;218316;HOSP E MATERNIDADE SAO JOSE;MG;19;2;2;3;1.124,30;374,77;6;2.248,61;2.248,61;2.248,61;0;0;17;1,8824;16.393,76;8.709,18;32;278.693,85;279.566,64;278.693,85;872,79;0,31;281.815,25;280.942,46;872,79;0,31;01/02/2022
342;218316;HOSP E MATERNIDADE SAO JOSE;MG;16;1,4375;3;2,6667;18.070,07;6.776,28;8;54.210,21;54.210,21;54.210,21;0;0;13;1,1538;9.322,63;8.079,61;15;121.194,16;121.194,16;121.194,16;0;0;175.404,37;175.404,37;0;0;01/03/2022
343;218316;HOSP E MATERNIDADE SAO JOSE;MG;17;1,4706;0;0;0;0;0;0;0;0;0;0;17;1,4706;9.400,11;6.392,07;25;159.801,80;159.875,55;159.801,80;73,75;0,05;159.875,55;159.801,80;73,75;0,05;01/04/2022
344;218316;HOSP E MATERNIDADE SAO JOSE;MG;19;1,3158;4;1,5;1.133,65;755,77;6;4.534,60;4.534,60;4.534,60;0;0;15;1,2667;5.454,87;4.306,48;19;81.823,11;81.901,46;81.823,11;78,35;0,1;86.436,06;86.357,71;78,35;0,09;01/05/2022
345;218316;HOSP E MATERNIDADE SAO JOSE;MG;20;1,65;4;3,25;2.892,20;889,91;13;11.568,80;11.568,80;11.568,80;0;0;16;1,25;9.709,68;7.767,74;20;155.354,86;155.699,90;155.354,86;345,04;0,22;167.268,70;166.923,66;345,04;0,21;01/06/2022
346;353710;HOSP SAO LUCAS PARACATU;MG;49;1,5714;27;1,9259;2.375,96;1.233,67;52;64.150,96;64.624,97;64.150,96;474,01;0,73;22;1,1364;5.010,72;4.409,43;25;110.235,85;110.485,99;110.235,85;250,14;0,23;175.110,96;174.386,81;724,15;0,41;01/01/2022
347;353710;HOSP SAO LUCAS PARACATU;MG;27;2,1481;19;2,6316;2.777,99;1.055,64;50;52.781,85;52.952,41;52.781,85;170,56;0,32;8;1;4.085,96;4.085,96;8;32.687,71;32.743,38;32.687,71;55,67;0,17;85.695,79;85.469,56;226,23;0,26;01/02/2022
348;353710;HOSP SAO LUCAS PARACATU;MG;22;1,5;9;2,1111;2.938,81;1.392,07;19;26.449,28;26.449,28;26.449,28;0;0;13;1,0769;4.377,19;4.064,53;14;56.903,43;57.363,15;56.903,43;459,72;0,8;83.812,43;83.352,71;459,72;0,55;01/03/2022
349;353710;HOSP SAO LUCAS PARACATU;MG;25;1,76;13;2,3077;2.575,91;1.116,23;30;33.486,88;33.705,41;33.486,88;218,53;0,65;12;1,1667;4.931,20;4.226,74;14;59.174,39;59.174,39;59.174,39;0;0;92.879,80;92.661,27;218,53;0,24;01/04/2022
350;353710;HOSP SAO LUCAS PARACATU;MG;18;1,7222;11;2,0909;1.782,57;852,53;23;19.608,28;19.847,45;19.608,28;239,17;1,21;7;1,1429;4.047,56;3.541,61;8;28.332,89;28.332,89;28.332,89;0;0;48.180,34;47.941,17;239,17;0,5;01/05/2022
351;353710;HOSP SAO LUCAS PARACATU;MG;24;1,7917;11;2,4545;2.993,08;1.219,40;27;32.923,84;32.934,28;32.923,84;10,44;0,03;13;1,2308;5.785,09;4.700,39;16;75.206,22;75.409,90;75.206,22;203,68;0,27;108.344,18;108.130,06;214,12;0,2;01/06/2022
352;140716;HOSPITAL ALBERT SABIN;MG;40;3,275;23;4,7391;17.904,99;3.778,12;109;411.814,88;429.673,70;411.814,88;17.858,82;4,16;17;1,2941;15.688,68;12.123,07;22;266.707,50;270.549,27;266.707,50;3.841,77;1,42;700.222,97;678.522,38;21.700,59;3,1;01/01/2022
353;140716;HOSPITAL ALBERT SABIN;MG;36;5,0556;23;6,7391;32.991,56;4.895,52;155;758.805,78;767.641,67;758.805,78;8.835,89;1,15;13;2,0769;8.772,85;4.223,96;27;114.047,02;114.622,46;114.047,02;575,44;0,5;882.264,13;872.852,80;9.411,33;1,07;01/02/2022
354;140716;HOSPITAL ALBERT SABIN;MG;32;3,0313;22;3,8182;14.520,31;3.802,94;84;319.446,82;320.110,29;319.446,82;663,47;0,21;10;1,3;11.444,32;8.803,32;13;114.443,21;114.529,55;114.443,21;86,34;0,08;434.639,84;433.890,03;749,81;0,17;01/03/2022
355;140716;HOSPITAL ALBERT SABIN;MG;45;3;25;4,36;13.174,97;3.021,78;109;329.374,25;336.069,00;329.374,25;6.694,75;1,99;20;1,3;8.658,71;6.660,54;26;173.174,16;173.174,16;173.174,16;0;0;509.243,16;502.548,41;6.694,75;1,31;01/04/2022
356;140716;HOSPITAL ALBERT SABIN;MG;40;2,175;22;2,9545;6.846,48;2.317,27;65;150.622,65;154.726,16;150.622,65;4.103,51;2,65;18;1,2222;9.147,31;7.484,16;22;164.651,53;165.055,78;164.651,53;404,25;0,24;319.781,94;315.274,18;4.507,76;1,41;01/05/2022
357;140716;HOSPITAL ALBERT SABIN;MG;41;3,0244;27;3,8519;12.004,20;3.116,47;104;324.113,30;327.607,29;324.113,30;3.493,99;1,07;14;1,4286;7.577,18;5.304,02;20;106.080,49;106.080,49;106.080,49;0;0;433.687,78;430.193,79;3.493,99;0,81;01/06/2022
358;276812;HOSPITAL BELO HORIZONTE;MG;5;5,2;5;5,2;4.820,78;927,07;26;24.103,88;26.230,31;24.103,88;2.126,43;8,11;0;0;0;0;0;0;0;0;0;0;26.230,31;24.103,88;2.126,43;8,11;01/01/2022
